ObjectID,Object Number,Mnemonic,Classification,Culture,Period,Display Name,Alpha Sort,Object Name,Title Sort,Date,Begin Date,Medium/Materials,Dimensions,Description,WebDescription
45104,LEEAG.1959.0009,Fine Art,"Paintings, Prints and Drawings",,,Gian Antonio Pellegrini,"Pellegrini, Gian Antonio",painting,Hector and Andromache,1708-1710,1708,oil on canvas,"object height (support): 2330mm
object width (support): 2235mm","The subject is a popular one taken from Homer's 'Iliad'.  Hector, the commander of Trojan forces says farewell to his wife Andromache and their son Astyanax on the eve of battle.  The child is frightened by the sight of the plumed helmet and shrinks back","The subject is a popular one taken from Homer's 'Iliad'.  Hector, the commander of Trojan forces says farewell to his wife Andromache and their son Astyanax on the eve of battle.  The child is frightened by the sight of the plumed helmet and shrinks back into his father's arms."
45199,LEEAG.1961.0003,Fine Art,Costume and Textiles,Italian,Mid 18th century,Gaetano Gandolfi,"Gandolfi, Gaetano",painting,Christ and the Woman taken in adultery,1755,1755,oil on canvas,"object height (support): 940mm
object width (support): 1118mm",This is a biblical (New Testament)  subject of man (Christ) stands in the centre of the picture.  In front of him stands a woman with her eyes downcast whose hands are tied together with rope.  A man in the far right of the picture holds the rope in his l,"The subject is taken from St John's Gospel when an adultress is brought before Christ by the Scribes and Pharisees who were hoping to trap him into either violating the Law of Moses by refusing to condemn her, or betraying his own doctrine of forgiveness.  The artist has chosen the moment when Christ tells the accusers that they have the right to stone her only if they themselves are without sin."
162259,LEEAG.1965.0003.0002.2,Decorative Art,Furniture,English,Mid 18th century (George II),,,Chair,"Armchairs, one of a pair",c.1755 - 1760,1755,"Mahogany; beech, oak",100.3 x 68.6 x 63.5 cm (39 1/2 x 27 x 25 in.),"The shaped backs, seats and arm-pads are upholstered in contemporary gros-point (cross stitch) needlework worked in wool and silk with a broad design of palmettes and arabesques in various shades of red on a yellow ground, restuffed and secured by brass-h","The shaped backs, seats and arm-pads are upholstered in gros-point (cross stitch) needlework worked in wool and silk with a design of palmettes and arabesques in various shades of red on a yellow ground.  The upholstery is secured by brass-headed nails. 

Many designs for armchairs of this form can be seen in pattern books of the same period the chair was made, where they are termed 'French Chairs'. Chippendale remarked 'Both backs and Seats must be covered with Tapestry, or any other sort of Needlework' and advised the corners be 'nailed with Brass Nails'.

The cabriole forelegs and knurl feet are ornamented with fronded cabochon motifs, plain rear cabrioles on club feet; the curvilinear slightly channelled seat rails styled with rococo scrolls, incised lines and gadrooning centre on acanthus sprays; twisted scroll-over elbows with frond enrichment; the dished feet conceal brass castors with leather rollers. Beech back frame and seat rails faced with mahogany, oak corner struts.

"
45281,LEEAG.1965.0024.0025,Fine Art,"Paintings, Prints and Drawings",Flemish,Late 16th century,Paul Brill,"Brill, Paul",painting,Landscape with sportsmen and dogs,1590-1599,1590,oil on copper,"object height (support): 178mm
object width (support): 229mm","Wooded landscape with two men walking with dogs in the middle foreground.  A third man is seated by the side of the road.  There is a body of water to the left and a building on a hill in the distance.  

Subject: landscape","This beautifully wrought small painting is a classic example of a cabinet picture, so called for their original purpose of decorating a 'cabinet' or small intimate room in the house of a connoisseur.  Cabinet pictures were characterised by their small scale and exquisite quality and were intended to thrill the eye of the spectator rather than impart any other message."
45329,LEEAG.1967.0009,Fine Art,"Paintings, Prints and Drawings",Christian,17th century,Matthias Stomer,"Stomer, Matthias",painting,The Adoration of the Shepherds,c.1633 - 1639,1633,Oil on canvas,"object height (support): 1245mm
object width (support): 1755mm","Mary and Joseph to the left, three shepherds to the right standing over baby Jesus .  Light radiates from the baby.  The shepherd in the centre of the picture is holding a cockeral.  The shepherd beside him has hands clasped in prayer.","The scene, one of the most familiar yet most potent in Christian imagery, is interpreted here in a most unusual way and with a number of hidden symbols.  To the right, in the half light, is Joseph whose face is thrown into a second shadow by a trick of the light.  This second profile has the features of the future apostle St Peter who is staring at the cockerel being held by one of the shepherds - a reference to his later denial of Christ."
45498,LEEAG.1971.0024,Fine Art,"Paintings, Prints and Drawings",Christian,17th century,Carlo Maratta,"Maratta, Carlo",painting,St James the Greater,c.1690,1680,Oil on canvas,"object height (support): 2222mm
object width (support): 1490mm","The apostle, James, is dressed as a pilgrim, holding a staff and enjoining his unseen companions towards their sacred destination.  It refers to his own cult at Compostella where his relics have been venerated for centuries.
Subject: religion","This is one from a series of paintings of the twelve apostles ordered in 1661 by Cardinal Antonio Barberini for the family palace in Rome.  His original choice of artist was Andrea Sacchi who finished a St Peter before he died, whereupon the commission was handed over to his follower Carlo Maratta."
45674,LEEAG.1976.0036.0001,Fine Art,"Paintings, Prints and Drawings",Dutch,Mid 17th century,Michael Sweerts,"Sweerts, Michael",painting,"Two seated figures, soldiers conversing",c 1648 - 1652,1648,oil on board,"object height (support): 472mm
object width (support): 375mm","This genre scene depicts two seated men talking while a spaniel lies in the right-hand corner.

The painting was bequeathed as a Jan Steen (now attrib. to Michael Sweerts).  It may have been painted in his Rome period when Sweerts arrived in 1646.  He j","Sweerts was a Fleming who, like many artists of the 17th century from the Low Countries, travelled and worked in Rome.  Here he was greatly influenced by the so-called 'bamboccianti' who specialised in scenes of peasants and low life, often with a narrative or anecdotal content.  Sweerts' scenes are distinctive for the almost sculptural monumentality of the figures, derived from his studies of classical sculpture."
45805,LEEAG.1983.0018.0001,Fine Art,"Paintings, Prints and Drawings",,18th century,Benjamin Wilson,"Wilson, Benjamin F.R.S.",painting,9th Viscount Irwin,c.1760,1760,Oil on canvas,"object height (support): 2490mm
object width (support): 1448mm",Full-length portrait of the 9th Viscount Irwin. The male figure is wearing a red/brown jacket and holds a black hat in his right hand. He is beginning to walk up some steps to the right of the viewer. In the bottom right corner there is dog looking up at,"This is a portrait of Charles 9th Viscount Irwin (ticket no.196) that can be found in the State Bedroom at Temple Newsam House.  Charles succeeded to the title of 9th Viscount in 1763 after the death of his uncle George, 8th Viscount Irwin.  By then he had married, in 1758, one of London's wealthiest heiresses Frances Gibson Shepheard of which there is also a portrait (ticket no.366) in the State bedroom painted by Sir Joshua Reynolds.  Frances was the daughter of Samuel Shepheard who was a successful business man and landowner with a parliamentary career that lasted nearly 50 years. Upon her fathers death Frances inherited a fortune of œ60,000.  A portrait of Samuel Shepheard (ticket no. 89) can be seen in the Picture Gallery.  This newly acquired wealth paid off the mortgage on the property, bought new silver, china and furniture and funded the re-modelling and re-decorating of the interiors as well as the services of Capability Brown in re-landscaping the park.   The Viscount and Viscountess were thought to be happily married and produced five daughters: Isabella, Francis, Elizabeth, Harriet and Louisa.  A charming portrait of these delightful girls at play can be seen at the top of the Oak Staircase at Temple Newsam House.  In addition a portrait of Isabella (ticket nos. 198) can be found in the South Bedroom and in the State Bedroom there is another portrait of Isabella (ticket no. 365) along with a portrait of Elizabeth (ticket no. 364).  Charles died in 1778 and the title became extinct as there was no male heir.  Frances continued at Temple Newsam during a long widowhood that was spent implementing continuous change to the house and park and on her new interest in politics.  When Frances died in 1807 Temple Newsam was inherited by Lord Hertford, the husband of her eldest daughter Isabella.  When he died in 1821 Isabella inherited Temple Newsam in her own right."
45806,LEEAG.1983.0018.0002,Fine Art,"Paintings, Prints and Drawings",British,Mid 17th century,Georg Geldorp,"Geldorp, Georg",painting,Portrait of Sir Arthur Ingram,1642,1642,oil on canvas,"object height (support): 2133mm
object width (support): 1460mm","This is a full-lenght portrait of Sir Arthur Ingram, standing in front of a classical pillar.","This portrait and one 19th Century copy are the only images to survive of Sir Arthur Ingram who rose to wealth and purchased Temple Newsam in 1622 for œ12,000. Currently the portrait hangs in the Picture Gallery (ticket no. 94) at Temple Newsam House.  Sir Arthur bought the property from Ludovic Duke of Lennox who himself had been given Temple Newsam by his cousin James I of England and Scotland.  Believed to be the son of Hugh Ingram a successful haberdasher Sir Arthur carved out his own career in the service of the Crown's chief ministers.  This involved farming the royal monopolies, lending money to ambitious courtiers, equipping exhibitions to the New World and developing real estate.  His notoriety peaked when as Keeper of the Privy Purse he found his business practices and modest origins made him unpopular and forced his resignation.  At this point he focused his career and success in the North. He became Secretary to the Council of the North which was the King's executive body for ruling this area.  Here, Sir Arthur's interest in property persisted and he built Sheriff Hutton (1619) and New Park (1640) as well as a mansion on the site of the former Archbishop's Palace in York.  In between these projects he purchased Temple Newsam which he rebuilt over 20 years and which was only just complete at his death in 1642. From the extensive archives of Sir Arthur?s that have survived, it is possible to identify various people who helped with the redevelopment of Temple Newsam at that time.  They included his nephew and his long-serving steward John Matteson who were his clerk of works.  In addition to other tasks associated with the redevelopment of the house and the administration of the  estate, these men employed various specialists such as Francis Gunby for wood carving and panelling, John Burridge for plasterwork and Thomas Ventris for stonework/carving.  Outside the house the walled ornamental garden to the south of the house, with its raised promenades and classical Banqueting House was laid out by Frenchman Pierre Monjoy.  In addition kitchen gardens, orchards and nurseries were all established.  The archives also indicate that over œ40.00 in payments was made around 1638 and 1639 to the artist George Geldorp quite possibly for this portrait.  Sir Arthur was married three times.  Two pictures of his daughter Elizabeth, by his first wife Susan Brown, can be found in the Oak Staircase at Temple Newsam.  Elizabeth married Simon Bennet and became known as Lady Bennet.   Sir Arthur's youngest son from his marriage to second wife Alice Ferrers was known as Sir Thomas Ingram and a portrait of him (ticket no. 42) can be found in the Blue Striped Dressing Room at Temple Newsam.  He married Frances Belasyse the daughter of a Viscount and together they had one child Mary who is thought to be one of the ghosts of Temple Newsam. A portrait of Mary (ticket no. 45) can be seen in the Gothic Room at Temple Newsam.  When Sir Arthur died in 1642 it was his eldest son, Sir Arthur Ingram the younger  born to his first wife Susan Brown that inherited Temple Newsam.  Sir Arthur Ingram the younger was also married twice and had many children the eldest of whom, Thomas Ingram was next to inherit Temple Newsam.  He married Mary Paylor daughter of Sir Watkinson Paylor of Thoralby, Yorkshire.  Mary sadly died in childbirth and when Thomas died in 1660 his brother Henry Ingram inherited Temple Newsam.  A portrait of Henry (ticket no. 6) can be found in the Great Hall at Temple Newsam."
45814,LEEAG.1983.0030.0001,Fine Art,"Paintings, Prints and Drawings",,,Antonio Joli,"Joli, Antonio",painting,A View on the Tiber,,0,oil on canvas,"object height (support): 1067mm
object width (support): 1232mm",Subject: townscape-Rome,"This painting along with 'Architectural Fantasy' was acquired by Henry, seventh Viscount Irwin of Temple Newsam in c.1745 to hang as overmantels in his newly completed Saloon or Picture Gallery.  They are visually integral to each fireplace which were made after a design of William Kent by the master sculptor, Robert Doe of London."
45815,LEEAG.1983.0030.0002,Fine Art,"Paintings, Prints and Drawings",,,Antonio Joli,"Joli, Antonio",painting,Architectural Fantasy,,0,oil on canvas,"object height (support): 1067mm
object width (support): 1232mm",Subject: architecture-fantasy,"This painting along with 'View on the Tiber' was acquired by Henry, seventh Viscount Irwin of Temple Newsam in c.1745 to hang as overmantels in his newly completed Saloon or Picture Gallery.  They are visually integral to each fireplace which were made after a design of William Kent by the master sculptor Robert Doe of London."
46025,LEEAG.1993.0012.0001,Fine Art,"Paintings, Prints and Drawings",British,Early 17th century,British School,British School,painting,Portrait of Hugh Ingram,1619,1619,oil on board,"object height (support): 550mm
object width (support): 386mm","This oil portrait painting is of Hugh Ingram, whose younger son bought Temple Newsam in 1622; This painting then appears in the 1703 inventory of Temple Newsam House; Acquired by the Halifax Family; Donated by the Earl of Halifax and acquired through gran","This portrait is of Hugh Ingram and was first recorded in a Temple Newsam inventory in 1703. The portrait currently hangs in the Gallery Passage (ticket no. 142) at Temple Newsam House.  Hugh Ingram was born in Thorp-on-Hill, Rothwell, Yorks and gained success as a haberdasher in London during Queen Elizabeth's reign.  He was married in 1652 to Anne Goldthorpe the daughter of Richard Goldethorpe who at one time was the Lord Mayor (1556) and an MP (1559) of York.  The couple had three sons.  William, who later became Canon of York Minster, Arthur and John.  It is understood to be his son Arthur who became the self made plutocrat that purchased Temple Newsam in 1622 from Ludovic Duke of Lennox  who himself had been given Temple Newsam by his cousin  James I of England and Scotland.  A portrait of Arthur (ticket no. 94) currently hangs in the Picture Gallery at Temple Newsam house."
46027,LEEAG.1993.0012.0003,Fine Art,"Paintings, Prints and Drawings",,,Thomas van der Wilt,"Wilt, Thomas van der",painting,"Portrait of Edward, 4th Viscount Irwin",1704,1704,oil on canvas,"object height (support): 550mm
object width (support): 455mm","Irwin''s dates 1686-1714
Subject: portrait","This is a portrait of Edward the 4th Viscount Irwin and eldest son of the 3rd Viscount and Viscountess Irwin.  The picture (ticket no.269) can be found along with another portrait of the 4th Viscount (ticket no. 263) in the Crimson Bedroom at Temple Newsam.  Edward succeeded his father aged 15 years in 1702.  His education at Eton and Cambridge was completed between 1704-7 with an extended Grand Tour of Europe where he was accompanied by his brother Rich.  This portrait by Thomas van der Wilt is thought to have been completed whilst Edward visited Delft in Holland during the Tour.  Edward appears to have made the most of this experience which involved a duel near Utrecht, purchasing books and pictures in Venice and reputed amorous adventures in Italy. Back at Temple Newsam his purchases were used to furnish the house.  In the grounds he laid out the mile-long East Avenue with its bridge and ponds and in what appears to reflect an inherited love of sport from his father, he kept a stud of race horses, a pack of hounds and huntsmen and a stock of deer.  Edward died prematurely aged 28 years from smallpox.  He was succeeded by his brother Rich who became the 5th Viscount Irwin. There is a portrait of Rich ( ticket no. 265) in the Crimson Bedroom."
46029,LEEAG.1993.0012.0005,Fine Art,"Paintings, Prints and Drawings",,,Charles Jervas,"Jervas, Charles",painting,"Portrait of Edward, 4th Viscount Irwin",,0,oil on canvas,"object height (support): 1150mm
object width (support): 1000mm",Subject: portrait,"This is a portrait of Edward the 4th Viscount Irwin and eldest son of the 3rd Viscount and Viscountess Irwin.  The picture (ticket no.263) can be found at Temple Newsam along with another portrait of the 4th Viscount (ticket no. 269) in the Crimson Bedroom.  Edward succeeded his father aged 15 years in 1702.  His education at Eton and Cambridge was completed between 1704-7 with an extended Grand Tour of Europe where he was accompanied by his brother Rich. Edward appears to have made the most of this experience which involved a duel near Utrecht, purchasing books and pictures in Venice and reputed amorous adventures in Italy. Back at Temple Newsam his purchases were used to furnish the house.  In the grounds he laid out the mile-long East Avenue with its bridge and ponds and in what appears to reflect an inherited love of sport from his father, he kept a stud of race horses, a pack of hounds and huntsmen and a stock of deer.  Edward died prematurely aged 28 years from smallpox.  He was succeeded by his brother Rich who became the 5th Viscount Irwin. There is a portrait of Rich (ticket no. 265) in the Crimson Bedroom."
46030,LEEAG.1993.0012.0006,Fine Art,"Paintings, Prints and Drawings",,,Jonathan Richardson,"Richardson, Jonathan",painting,"Portrait of Rich,5th Viscount Irwin",c 1715 - 1720,1715,oil on canvas,"object height (support): 735mm
object width (support): 620mm",Subject: portrait,"This portrait of Rich the 5th Viscount Irwin (ticket no. 265) and second son of the 3rd Viscount and Viscountess can be found in the Crimson Bedroom at Temple Newsam House.  Rich succeeded in 1714 after his elder brother Edward, 4th Viscount Irwin, died prematurely of smallpox.  Rich, like his elder brother, was also educated at Eton and Cambridge and he accompanied Edward on a Grand Tour of Europe between 1704-7.  Rich also had military experience fighting in the War of the Spanish Succession.  In 1718 Rich married Lady Anne Howard the daughter of the third Earle of Carlisle and a portrait (ticket no 110) of the couple hangs in the Picture Gallery.  This picture of Rich and his wife is attributed to Jonathan Richardson and dates from 1750.  Rich like many of the aristocracy of his time, invested large sums in the South Sea Company and when the South Sea Bubble burst the money was lost.  Unfortunately, he was unable to recover his financial situation by taking up the position of Governor of Barbados, which was worth œ5000 a year, as he died of smallpox.   The family finances were stretched, not least due to the three 'widows pensions' being claimed by three dowager Viscountesses.  This was ameliorated eventually by the taking out of a mortgage that was later paid off with the arrival of an heiress in the next generation of the family.  He was succeeded by his brother Arthur who became the 6th Viscount Irwin, a portrait of whom can be found in the Great Hall."
46031,LEEAG.1993.0012.0007,Fine Art,"Paintings, Prints and Drawings",Christian,Mid 18th century,British School,British School,painting,"Portrait of George,8th Viscount Irwin",1700 - 1799,1700,oil on canvas,"object height (support): 740mm
object width (support): 640mm","canon of Westminster
Subject: portrait; male","This is a portrait of George who succeeded his brother to become the 8th Viscount Irwin in 1761.  This portrait (ticket no. 268) can be found in the Crimson Bedroom of Temple Newsam House.  He was the 6th son of the 3rd Viscount and Viscountess Irwin.  After leaving Oxford George had entered the church and became a canon of Westminster and Chaplain to the Speaker of the House of Commons.  He never lived at Temple Newsam which he made over to his nephew and heir, Charles, the future 9th Viscount in 1758.  A portrait of Charles (ticket no. 196) can be found in the state bedroom."
46131,LEEAG.1996.0020,Fine Art,"Paintings, Prints and Drawings",,Late 18th century - Mid 19th century,Sir Thomas Lawrence,"Lawrence, Thomas Sir",painting,Lady William Gordon (nee Frances Ingram),c.1783 - 1830,1783,Oil on canvas,"object height (support): 920mm
object width (support): 710mm",Half-portrait of Lady William Gordon. The female sitter is wearing a gold and white dress and a long red headdress. She holds aside some of the red headdress with her left hand.,"Frances, Lady William Gordon inherited Temple Newsam in 1834 when her elder sister Isabella died aged 75 years old.  An engraving of Frances before her marriage can be seen in the Lady William Gordon room and a portrait (ticket no. 372) of her can be seen in the State Bedroom.  Lady William's husband, Lord William Gordon, was notorious as a philanderer yet the philanthropic Frances is thought to have extended her charity to sponsoring the education of at least one of her husband's illegitimate children.  Together they had only one daughter Frances Kier Gordon who predeceased her mother.  So it was that in 1841 when Frances died, her nephew Hugo Charles inherited Temple Newsam.  Hugo shared the name of his father Hugo Meynell who was the husband of Frances's sister Elizabeth. Portraits of Elizabeth (ticket no. 364) and her husband Hugo (ticket no, 370) can both be found in the state bedroom.  Portraits of their younger son Admiral Henry Meynell (ticket no. 379) can be found in the Boudoir at Temple Newsam.  Henry had a distinguished naval career and held a number of appointments at the courts of three English Monarchs.  He died in Paris an unmarried man leaving a considerable fortune.
Hugo Charles Meynell now added the name Ingram to his own in order to perpetuate the memory of his mother's family.   Hugo married Georgiana Pigou but they spent little time at Temple Newsam.  The Meynells were celebrated sportsmen and only appeared to be at the estate for the shooting season.  So it was that the estate was run by the stewards who were three generations of the Leather family.  During this period the real potential of the estate began to be developed including mines, forestry and investment in real estate and railways.  The house, when not in use by the owners for entertainment, was a tourist attraction receiving visitors in the summer months.  
In 1869 when Hugo Charles died he was succeeded by his only son Hugo Francis, the last direct descendant of Sir Arthur Ingram.  Portraits of Hugo Francis (ticket nos. 380 &172) can be seen in the Boudoir and Oak Corridor respectively with a further portrait in the State Bedroom.
"
201871,LEEAG.1997.0030,Fine Art,"Paintings, Prints and Drawings",British,,George Cruikshank,"Cruikshank, George",print,The Political Medley or Things as They Were in June,1 July 1812,1812,"ink, paper",Image: 7 7/16 x 18 5/8 in. (18.9 x 47.3 cm),"Under the canopy of the 'Hertford Nursery', Lady Hertford dangles the Regent over a commode, her son Lord Yarmouth behind, Lord Hertford below. She says 'Really my Love it is impossible to make a Cabinet out of such discordant Materials' pointing to timbe","After the assasination of Prime Minister Spencer Perceval in May 1812 Parliament called for a new 'strong and efficient Administration'. The Prince felt obliged to offer his former Whig friends a number of Cabinet seats in a new coalition. They refused, hoping that they would be offered the entire government, and insisted on the power to re-appoint the Prince's entire Household. As this would have meant turning out the Hertfords, the Prince refused and instead invited Lord Liverpool to become Premier. This political gamble was undoubtedly the inspiration of the Hertfords, but which proved to be very successful - the Prince never had to call upon the Whigs to form a government. Here, under the canopy of the 'Hertford Nursery', Lady Hertford dangles the Regent over a commode, her son Lord Yarmouth behind, Lord Hertford below. She says 'Really my Love it is impossible to make a Cabinet out of such discordant Materials' pointing to timber blocks: Liverpool's ash, Moira's heart of oak, Grenville's log wood, Castlereagh's Middleburg Yew (reference to Walcheren disaster). Lord Hertford says 'Keep him at play My Dear or we are Lost'. There are many complicated references to the personalities involved in the political crisis: eg Wellesley in turban pushing down a lid on Catholic Restrictions coming from a manhole labelled Ireland.

For more information please see Mary Dorothy George 'Catalogue of Political and Personal Satires.  Preserved in the Department of Prints and Drawings in the British Museum', vol. IX 1811-1819, published by The Trustees of the British Museum (1949) and vol. X 1820-1827, published by The Trustees of the British Museum (1952)."
201874,LEEAG.1997.0031,Fine Art,"Paintings, Prints and Drawings",British,,George Cruikshank,"Cruikshank, George",print,An Excursion to R........ Hall,1 October 1812,1812,"ink, paper",Image: 7 9/16 x 20 7/8 in. (19.2 x 53 cm),A carriage contains the Regent and Lady Hertford being driven by the Devil and Lord Yarmouth. Lord Hertford in court dress with the Lord Chamberlain's wand and cuckold's antlers is outrider. She says to the Regent 'We have had a glorious ride my love ! It,"A carriage contains the Regent and Lady Hertford being driven by the Devil and Lord Yarmouth. Lord Hertford in court dress with the Lord Chamberlain's wand and cuckold's antlers is outrider. She says to the Regent 'We have had a glorious ride my love ! It is worth Half a Crown'. He answers 'I have not Half a Crown to give thee. Would that I had'. Behind is a wagon with women entitled ' For Yarmouth. Second hand Pieces from Wales'. They pass in front of 'Female Asylum' full of the Regent's discarded women, including Mrs Fitzherbert who wails ' Ah I remember the time when I myself enjoyed those loves. But he has forgot his poor F'. A sign points 'To Ragley'. A virtually identical satire was published in 1820, after it became known that Lady Hertford had been dropped, showing Lady Conyngham in the carriage with the Prince.

For more information please see Mary Dorothy George 'Catalogue of Political and Personal Satires.  Preserved in the Department of Prints and Drawings in the British Museum', vol. IX 1811-1819, published by The Trustees of the British Museum (1949) and vol. X 1820-1827, published by The Trustees of the British Museum (1952)."
201875,LEEAG.1998.0016,Fine Art,"Paintings, Prints and Drawings",,,Charles Williams,"Williams, Charles",print,The Spirit of the Book or Anticipation of the Year 1813,1 January 1813,1813,"ink, paper",Image: 9 1/2 x 15 3/4 in. (24.1 x 40 cm),"The Regent stands exclaiming against an apparition 'Spirit of the Book, Chapter of Evidence and Delicate Investigation'. Lady Hertford collapses before it while the Princess of Wales says 'I will have justice on my enemies', surrounded by her followers.","The Regent stands exclaiming against an apparition 'Spirit of the Book, Chapter of Evidence and Delicate Investigation'. Lady Hertford collapses before it while the Princess of Wales says 'I will have justice on my enemies', surrounded by her followers. The satire refers to the threatened and imminent publication of 'The Book, a report of the Delicate Investigation' the reply by the Princess of Wales' political friends to the 'Delicate Investigation' set up by the government in 1806 to enquire into her alleged adulturous conduct. 'The Book' was said to contain highly damaging evidence of the Regent's own immoral behaviour. It was obviously a blatent attempt by the Whigs and the Princess to obtain revenge for the Regent's desertion of them (see also no 17). Now in 1813 there was a proposal in Parliament to re-examine the 'Delicate Investigation'.

For more information please see Mary Dorothy George 'Catalogue of Political and Personal Satires.  Preserved in the Department of Prints and Drawings in the British Museum', vol. IX 1811-1819, published by The Trustees of the British Museum (1949) and vol. X 1820-1827, published by The Trustees of the British Museum (1952)."
46181,LEEAG.1998.0017.B,Fine Art,"Paintings, Prints and Drawings",British,Early 19th century,George Garrard,"Garrard, George",painting,"Portrait of Mrs Brown, Housekeeper at Bramham Park",c 1820,1810,oil on canvas,"object height (support): 465mm
object width (support): 362mm","Full length portrait of the housekeeper at Bramham Park.  An old lady stands with her hands clasped in front of her.  She wears an apron and a mop cap.                     
Subject: portrait","This is one of a group of at least eleven portraits of servants painted in the early 1820s for George Lane Fox, the squire of Bramham Park, Yorkshire.  Six of these are now at Temple Newsam House, of which five were painted by George Garrard ARA and one by the Hull artist John Widdas.  
Mrs Brown the Housekeeper was the senior female domestic servant responsible for all the lower female servants and for the supervision of the kitchen, the laundry and the general housekeeping.  She was unmarried and lived in the house.  Together with the footman she was responsible for locking up the house at night.  She was still in service at the time of the fire which gutted the house in 1826."
46186,LEEAG.1998.0022,Fine Art,"Paintings, Prints and Drawings",Italian,,Antonio Marini,"Marini, Antonio",painting,Self-Portrait of Antonio Marini,c 1707,1697,oil on canvas,"object height: 72 cm
object width: 55.6 cm",Subject: portrait,"This remarkable self portrait almost certainly arrived at Temple Newsam in 1709 in the same consignment as approx 40 paintings of landscapes, seascapes and battle scenes ordered by Henry, fourth Viscount Irwin in Venice two years earlier.  Their authorship was soon forgotten but they are now recognised as the work of the Paduan artist Antonio Marini.  This 'Self Portrait' must have been included in the series since 'An Italian artist's head' is recorded in every inventory of the house until 1922."
201865,LEEAG.1999.0040,Fine Art,"Paintings, Prints and Drawings",,,Charles Williams,"Williams, Charles",print,Patent Puppets alias the Hertford Fantocchini,6 April 1812,1812,"ink, paper",Image: 9 1/8 x 14 1/16 in. (23.2 x 35.7 cm),"Lady Hertford confronts John Bull in front of the Theatre Royal, Hertford. She manipulates Perceval (the Prime Minister) on stage with Carlton House in the background. She holds Tory puppets in her hand (Wellesley, Buckingham, Temple and Sidmouth) while d","Lady Hertford confronts John Bull in front of the Theatre Royal, Hertford. She manipulates Perceval (the Prime Minister) on stage with Carlton House in the background. She holds Tory puppets in her hand (Wellesley, Buckingham, Temple and Sidmouth) while discarded Whig puppets are behind her (Grenville and Grey). She says '?all manufactured by me and my son. I can make them do anything. The work so easy'. He replies ' Laud Laud?what a clever lady thee must be. Whoy there can't be another in all Hertford'. The playbill advertises 'The Piece called Secret Influence'.

For more information please see Mary Dorothy George 'Catalogue of Political and Personal Satires.  Preserved in the Department of Prints and Drawings in the British Museum', vol. IX 1811-1819, published by The Trustees of the British Museum (1949) and vol. X 1820-1827, published by The Trustees of the British Museum (1952)."
46213,LEEAG.2000.0027,Fine Art,"Paintings, Prints and Drawings",British,Mid 19th century,Sir Francis Grant,"Grant, Francis Sir",painting,Portrait of Hugo Francis Meynell Ingram,1867 - 1868,1867,oil on canvas,"object height (support): 1395mm
object width (support): 1090mm","This is a full-length portrait painting of Hugo Ingram, holding a shotgun, and set against a landscape backdrop.  It was probably painted to be diplayed with one of his wife as the account books record two seperate payments to the artist totalling œ210.","In 1869 when Hugo Charles died his only son Hugo Francis, the last direct descendant of Sir Arthur Ingram succeeded as owner of Temple Newsam and Hoar Cross.  This portrait of Hugo Francis (ticket nos. 380) by Sir Francis Grant can be seen in the Boudoir.  Other portraits of Hugo Francis can be found in the Oak Corridor (ticket no. 172) and in the Sate Bedroom.  Hugo Francis continued his families association with fox hunting and became Master of the Hunt at Hoar Cross. Unfortunately, just two years after inheriting this title and the Temple Newsam estate he died from a fall in 1871.  His wife of just eight years, Emily Meynell Ingram who was the daughter of the first Viscount and Viscountess Halifax, then became a widow and a very wealthy independent woman. Emily became deeply attached to Temple Newsam and carried out various rebuilding schemes including building the Oak Staircase, creating the Darnley Room and redecorating the interiors with fine wallpapers.  Under the skill of her professional land agent John Farrer Temple Newsam became a financial success.  In addition Emily also commissioned G F Bodley to produce the Church of the Holy Angels at Hoar Cross as a memorial to her husband.  Emily was an accomplished amateur watercolourist with a particular interest in landscapes and albums of her work have survived among her descendents. Emily also enjoyed the delights of yachting with ownership of the 360 ton Ariadne that she used with friends to visit the Mediterranean and more northern waters.   Portraits of Emily can be found in the Boudoir (ticket nos. 52 & 381) as well as in the Oak Corridor (ticket no. 173) which was painted by Sir William Blake Richmond a Pre-Raphaelite artist.  Hugo Francis and Emily had no children and when Emily died in 1904 Temple Newsam was inherited by her nephew, her eldest brother?s son, Edward Frederick Lindley Wood.  He was just 23 years old and later became Lord Irwin, third Viscount Halifax and first Earl of Halifax.  A portrait of Edward (ticket no. 184) can be found in the Great Hall."
